"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-08-21","273","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-08-28","242","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-09-04","223","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-09-11","250","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-09-18","251","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-09-25","230","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-10-02","231","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-10-09","256","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-10-16","197","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-10-23","243","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-10-30","186","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-11-06","222","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-11-13","217","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-11-20","211","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-11-27","224","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-12-04","199","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-12-11","170","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-12-18","201","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2011-12-25","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-01-01","186","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-01-08","189","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-01-15","201","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-01-22","204","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-01-29","191","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-02-05","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-02-12","176","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-02-19","183","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-02-26","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-03-04","174","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-03-11","200","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-03-18","196","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-03-25","199","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-04-01","202","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-04-08","163","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-04-15","194","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-04-22","196","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-04-29","216","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-05-06","197","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-05-13","221","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-05-20","208","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-05-27","198","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-06-03","241","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-06-10","214","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-06-17","208","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-06-24","218","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-07-01","231","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-07-08","227","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-07-15","259","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-07-22","252","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-07-29","229","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-08-05","258","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-08-12","232","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-08-19","220","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-08-26","254","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-09-02","232","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-09-09","240","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-09-16","242","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-09-23","217","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-09-30","230","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-10-07","213","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-10-14","229","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-10-21","231","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-10-28","205","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-11-04","240","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-11-11","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-11-18","198","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-11-25","202","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-12-02","200","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-12-09","201","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-12-16","193","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-12-23","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2012-12-30","182","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-01-06","217","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-01-13","221","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-01-20","200","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-01-27","209","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-02-03","214","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-02-10","185","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-02-17","182","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-02-24","197","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-03-03","175","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-03-10","187","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-03-17","205","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-03-24","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-03-31","188","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-04-07","193","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-04-14","229","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-04-21","210","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-04-28","228","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-05-05","189","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-05-12","209","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-05-19","216","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-05-26","212","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-06-02","214","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-06-09","173","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-06-16","217","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-06-23","274","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-06-30","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-07-07","232","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-07-14","226","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-07-21","240","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-07-28","238","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-08-04","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-08-11","222","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-08-18","212","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-08-25","217","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-09-01","227","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-09-08","204","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-09-15","229","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-09-22","227","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-09-29","220","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-10-06","211","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-10-13","217","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-10-20","221","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-10-27","219","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-11-03","197","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-11-10","209","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-11-17","202","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-11-24","192","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-12-01","194","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-12-08","199","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-12-15","189","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-12-22","196","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2013-12-29","177","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-01-05","200","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-01-12","191","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-01-19","194","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-01-26","182","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-02-02","185","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-02-09","207","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-02-16","208","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-02-23","197","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-03-02","201","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-03-09","210","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-03-16","206","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-03-23","184","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-03-30","190","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-04-06","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-04-13","185","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-04-20","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-04-27","192","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-05-04","192","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-05-11","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-05-18","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-05-25","223","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-06-01","237","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-06-08","211","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-06-15","218","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-06-22","236","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-06-29","226","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-07-06","254","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-07-13","231","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-07-20","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-07-27","284","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-08-03","246","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-08-10","266","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-08-17","261","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-08-24","244","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-08-31","243","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-09-07","263","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-09-14","284","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-09-21","220","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-09-28","241","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-10-05","246","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-10-12","209","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-10-19","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-10-26","220","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-11-02","205","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-11-09","221","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-11-16","206","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-11-23","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-11-30","205","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-12-07","216","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-12-14","213","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-12-21","216","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2014-12-28","232","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-01-04","218","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-01-11","207","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-01-18","230","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-01-25","197","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-02-01","227","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-02-08","219","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-02-15","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-02-22","216","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-03-01","221","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-03-08","211","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-03-15","201","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-03-22","226","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-03-29","208","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-04-05","212","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-04-12","202","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-04-19","216","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-04-26","219","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-05-03","206","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-05-10","217","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-05-17","226","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-05-24","226","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-05-31","214","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-06-07","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-06-14","254","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-06-21","241","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-06-28","229","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-07-05","242","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-07-12","265","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-07-19","255","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-07-26","273","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-08-02","283","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-08-09","258","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-08-16","262","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-08-23","228","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-08-30","238","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-09-06","240","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-09-13","249","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-09-20","263","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-09-27","237","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-10-04","218","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-10-11","221","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-10-18","233","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-10-25","216","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-11-01","226","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-11-08","234","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-11-15","193","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-11-22","226","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-11-29","212","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-12-06","244","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-12-13","211","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-12-20","189","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2015-12-27","218","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-01-03","225","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-01-10","223","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-01-17","211","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-01-24","184","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-01-31","186","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-02-07","197","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-02-14","194","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-02-21","203","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-02-28","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-03-06","219","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-03-13","190","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-03-20","195","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-03-27","189","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-04-03","213","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-04-10","214","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-04-17","177","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-04-24","211","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-05-01","235","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-05-08","233","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-05-15","218","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-05-22","219","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-05-29","231","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-06-05","243","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-06-12","291","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-06-19","223","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-06-26","262","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-07-03","232","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-07-10","256","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-07-17","261","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-07-24","254","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-07-31","236","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-08-07","243","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-08-14","248","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-08-21","266","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-08-28","236","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-09-04","228","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-09-11","217","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-09-18","253","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-09-25","233","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-10-02","241","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-10-09","245","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-10-16","213","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-10-23","224","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-10-30","235","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-11-06","231","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-11-13","221","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-11-20","214","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-11-27","253","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-12-04","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-12-11","218","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-12-18","237","Number","11-01-21"
